name,address,city_hint,phone,website,rating,reviews,google_maps,source_file
Kleintierpraxis am Großen Garten,Beilstraße 23,dresden,0351 2067960,http://www.kleintierpraxis-amgrossengarten.de/,,,https://www.google.com/maps/place/Kleintierpraxis+am+Gro%C3%9Fen+Garten/data=!4m7!3m6!1s0x4709c61e509adcbf:0x6809a4963e7be2d2!8m2!3d51.0337308!4d13.7806814!16s%2Fg%2F1tdp8b7c!19sChIJv9yaUB7GCUcR0uJ7PpakCWg?authuser=0&hl=en&rclk=1,dresden.csv
Kleintierpraxis am Hechtpark Fischer,Rudolf-Leonhard-Straße 66,dresden,0351 8951150,http://www.kleintierpraxis-am-hechtpark.de/,,,https://www.google.com/maps/place/Kleintierpraxis+am+Hechtpark+Fischer/data=!4m7!3m6!1s0x4709cf18b308eaef:0xfb5be08bca1273d5!8m2!3d51.07691!4d13.751631!16s%2Fg%2F1tf645wg!19sChIJ7-oIsxjPCUcR1XMSyovgW_s?authuser=0&hl=en&rclk=1,dresden.csv
Kleintierzentrum am Waldpark,Loschwitzer Str. 3,dresden,0351 31906140,http://www.tierarzt-dresden-waldpark.de/,,,https://www.google.com/maps/place/Kleintierzentrum+am+Waldpark/data=!4m7!3m6!1s0x4709c8b9b3f56f1d:0xf4202e6dcad8086a!8m2!3d51.0540568!4d13.7885155!16s%2Fg%2F11b6dxl282!19sChIJHW_1s7nICUcRagjYym0uIPQ?authuser=0&hl=en&rclk=1,dresden.csv
LUNAVET,Wernerstraße 38,dresden,0351 49768036,https://luna-vet.de/,,,https://www.google.com/maps/place/LUNAVET/data=!4m7!3m6!1s0x4709c500435524a1:0x6a645c0d16a7b0aa!8m2!3d51.0445866!4d13.6987943!16s%2Fg%2F11mllfd99t!19sChIJoSRVQwDFCUcRqrCnFg1cZGo?authuser=0&hl=en&rclk=1,dresden.csv
PET/CT,"Städtisches Klinikum Dresden Krankenhaus Dresden-Friedrichstadt Radiologische Klinik Friedrichstraße 41, Friedrichstraße 41/Haus L",dresden,0351 4801193,https://www.klinikum-dresden.de/zentren/medizinische-zentren/medizinisches-versorgungszentrum-mvz/nuklearmedizin,,,https://www.google.com/maps/place/PET%2FCT/data=!4m7!3m6!1s0x4709cf76da49105d:0x627605b6814ee289!8m2!3d51.0576773!4d13.7197007!16s%2Fg%2F11c5xsczdw!19sChIJXRBJ2nbPCUcRieJOgbYFdmI?authuser=0&hl=en&rclk=1,dresden.csv
Reiner Benitz D.V.M. Tierarztpraxis,Schandauer Str. 43,dresden,0351 3115063,http://www.kleintierpraxis-benitz.de/,,,https://www.google.com/maps/place/Reiner+Benitz+D.V.M.+Tierarztpraxis/data=!4m7!3m6!1s0x4709c891cd00e73d:0x31a03b0f54f7632b!8m2!3d51.0416984!4d13.8001265!16s%2Fg%2F11g9dlr_hn!19sChIJPecAzZHICUcRK2P3VA87oDE?authuser=0&hl=en&rclk=1,dresden.csv
Small animal practice at the Großer Garten - skin veterinarian,Beilstraße 23,dresden,0351 2067960,http://hauttierarzt-dresden.de/,,,https://www.google.com/maps/place/Small+animal+practice+at+the+Gro%C3%9Fer+Garten+-+skin+veterinarian/data=!4m7!3m6!1s0x4709c61c4d895555:0x1044761c8ac9f3a!8m2!3d51.0337589!4d13.7806689!16s%2Fg%2F11y35s6swq!19sChIJVVWJTRzGCUcROp-syGFHBAE?authuser=0&hl=en&rclk=1,dresden.csv
Tagesklinik für Kleintiere / Koch & Land,Glashütter Str. 101,dresden,0351 30702210,http://www.kleintierspezialisten-dresden.de/,,,https://www.google.com/maps/place/Tagesklinik+f%C3%BCr+Kleintiere+%2F+Koch+%26+Land/data=!4m7!3m6!1s0x4709c95bd4f6a281:0x3faf08309f7d2908!8m2!3d51.039172!4d13.8042765!16s%2Fg%2F11fct0k4n3!19sChIJgaL21FvJCUcRCCl9nzAIrz8?authuser=0&hl=en&rclk=1,dresden.csv
Tierarztpraxis Am Wilden Mann,Großenhainer Str. 190,dresden,0351 8580128,https://www.tierarzt-wildermann.de/,,,https://www.google.com/maps/place/Tierarztpraxis+Am+Wilden+Mann/data=!4m7!3m6!1s0x4709ce5051fd1ecd:0xf95244d48c8dc047!8m2!3d51.0948259!4d13.7198583!16s%2Fg%2F11byvm2z8c!19sChIJzR79UVDOCUcRR8CNjNREUvk?authuser=0&hl=en&rclk=1,dresden.csv
Tierarztpraxis Dr. Nachtigall,Mühlenstraße 22,dresden,03529 519422,http://www.tierarztpraxis-nachtigall.de/,,,https://www.google.com/maps/place/Tierarztpraxis+Dr.+Nachtigall/data=!4m7!3m6!1s0x4709b98928ead541:0xc85cf4d0189351bf!8m2!3d50.9749!4d13.86267!16s%2Fg%2F1tdzpvd3!19sChIJQdXqKIm5CUcRv1GTGND0XMg?authuser=0&hl=en&rclk=1,dresden.csv
Tierarztpraxis Dr. Silvio Höhne,Kesselsdorfer Str. 42,dresden,0351 4222360,http://www.kleintierpraxis-dd-loebtau.de/,,,https://www.google.com/maps/place/Tierarztpraxis+Dr.+Silvio+H%C3%B6hne/data=!4m7!3m6!1s0x4171906437ad546d:0x501dc86fb3d1b39!8m2!3d51.0437524!4d13.695375!16s%2Fg%2F1tj31v6f!19sChIJbVStN2SQcUERORs9-4bcAQU?authuser=0&hl=en&rclk=1,dresden.csv
Tierarztpraxis Dr. med. Vet. Ralph Kobera,Tögelstraße 8,dresden,0351 2727047,http://www.tierarzt-kobera.de/,,,https://www.google.com/maps/place/Tierarztpraxis+Dr.+med.+Vet.+Ralph+Kobera/data=!4m7!3m6!1s0x4709c706ccc277ed:0x57b6017e0eebb3bf!8m2!3d50.98768!4d13.80508!16s%2Fg%2F1tc_2tc5!19sChIJ7XfCzAbHCUcRv7PrDn4Btlc?authuser=0&hl=en&rclk=1,dresden.csv
Tierarztpraxis Dr. med. vet. Sebastian Justus,Bautzner Landstraße 273,dresden,0172 5729633,https://tierarztpraxis-dr-1.jimdosite.com/,,,https://www.google.com/maps/place/Tierarztpraxis+Dr.+med.+vet.+Sebastian+Justus/data=!4m7!3m6!1s0x4709c9d902ea92cb:0x3bd0420050db6ce6!8m2!3d51.0605698!4d13.8815364!16s%2Fg%2F11g1vksrv_!19sChIJy5LqAtnJCUcR5mzbUABC0Ds?authuser=0&hl=en&rclk=1,dresden.csv
Tierarztpraxis Dresden Coschütz I Tierärztin Angela Eissner,Achtbeeteweg 43,dresden,0351 27589495,https://www.tierarztpraxis-dresden-coschuetz.de/,,,https://www.google.com/maps/place/Tierarztpraxis+Dresden+Cosch%C3%BCtz+I+Tier%C3%A4rztin+Angela+Eissner/data=!4m7!3m6!1s0x4709c5d1b66736e9:0xd2f0cedbd9351ff1!8m2!3d51.0168587!4d13.7000496!16s%2Fg%2F11w9_syqxw!19sChIJ6TZnttHFCUcR8R812dvO8NI?authuser=0&hl=en&rclk=1,dresden.csv
Tierarztpraxis Dresden Neustadt,Sebnitzer Str. 6,dresden,0351 8022246,http://tierarztpraxis-dresden-neustadt.de/,,,https://www.google.com/maps/place/Tierarztpraxis+Dresden+Neustadt/data=!4m7!3m6!1s0x417190c24623fa57:0xfe625b38754c2320!8m2!3d51.0690514!4d13.7546866!16s%2Fg%2F1tsbkvcv!19sChIJV_ojRsKQcUERICNMdThbYv4?authuser=0&hl=en&rclk=1,dresden.csv
Tierarztpraxis Kießling,Kreischaer Str. 2B,dresden,035206 21381,http://www.tierarzt-kiessling.de/,,,https://www.google.com/maps/place/Tierarztpraxis+Kie%C3%9Fling/data=!4m7!3m6!1s0x417185bcf6304b2f:0xcf180a0886e66ab4!8m2!3d50.9671787!4d13.7163547!16s%2Fg%2F1tf19gh0!19sChIJL0sw9ryFcUERtGrmhggKGM8?authuser=0&hl=en&rclk=1,dresden.csv
Tierarztpraxis Nestler - bitte Termin vereinbaren,Burgstraße 32,dresden,03529 5373000,http://www.tierarzt-nestler.de/,,,https://www.google.com/maps/place/Tierarztpraxis+Nestler+-+bitte+Termin+vereinbaren/data=!4m7!3m6!1s0x4709b909683ed91f:0xfbe754ac53135e13!8m2!3d50.957777!4d13.8616021!16s%2Fg%2F11gpf_d7d6!19sChIJH9k-aAm5CUcRE14TU6xU5_s?authuser=0&hl=en&rclk=1,dresden.csv
Tierarztpraxis Vockert,Lockwitzer Str. 23-27,dresden,0351 86269870,https://tierarzt-vockert.de/,,,https://www.google.com/maps/place/Tierarztpraxis+Vockert/data=!4m7!3m6!1s0x4709c6094a0924c3:0x33abb9e1ebfc4b80!8m2!3d51.024092!4d13.7632986!16s%2Fg%2F1v1knkxb!19sChIJwyQJSgnGCUcRgEv86-G5qzM?authuser=0&hl=en&rclk=1,dresden.csv
Tierarztpraxis mobile Dresden,Hohe Str. 7,dresden,0172 7850456,http://www.tierarzt-mobil-dresden.de/,,,https://www.google.com/maps/place/Tierarztpraxis+mobile+Dresden/data=!4m7!3m6!1s0x4709c5984de3b24f:0x94e4a17323e68f9c!8m2!3d51.0413101!4d13.7249306!16s%2Fg%2F1hdzrxwvq!19sChIJT7LjTZjFCUcRnI_mI3Oh5JQ?authuser=0&hl=en&rclk=1,dresden.csv
Tierpraxis Lunavet,,dresden,01516 7439269,https://www.luna-vet.de/,,,https://www.google.com/maps/place/Tierpraxis+Lunavet/data=!4m7!3m6!1s0x4c5d11aa6553be1d:0x11f5069c82d6dfac!8m2!3d51.175807!4d10.4541194!16s%2Fg%2F11yrksnccj!19sChIJHb5TZaoRXUwRrN_WgpwG9RE?authuser=0&hl=en&rclk=1,dresden.csv
VetPraxis Tierarztpraxis für Kleintiere prakt. Tierarzt Krzysztof Sliwinski,Tharandter Str. 45B,dresden,0351 42420505,http://www.vetpraxis-dresden.de/,,,https://www.google.com/maps/place/VetPraxis+Tierarztpraxis+f%C3%BCr+Kleintiere+prakt.+Tierarzt+Krzysztof+Sliwinski/data=!4m7!3m6!1s0x4709c582c5d5dcdb:0x40306596e64c3b24!8m2!3d51.0358991!4d13.7048579!16s%2Fg%2F11c47zmlt5!19sChIJ29zVxYLFCUcRJDtM5pZlMEA?authuser=0&hl=en&rclk=1,dresden.csv
Veterinarian Astrid Ritter,Leipziger Str. 304,dresden,0351 8486705,http://www.tierarztpraxis-ritter.de/,,,https://www.google.com/maps/place/Veterinarian+Astrid+Ritter/data=!4m7!3m6!1s0x41719728514d6409:0x32953a9ff07ef6ae!8m2!3d51.0921918!4d13.7004953!16s%2Fg%2F1tgplr8c!19sChIJCWRNUSiXcUERrvZ-8J86lTI?authuser=0&hl=en&rclk=1,dresden.csv
Wolf & Tiger Tierarztpraxis Dresden am Goldenen Reiter,Hauptstraße 38,dresden,0351 89676676,https://www.wolfandtiger.de/locations/dresden/,,,https://www.google.com/maps/place/Wolf+%26+Tiger+Tierarztpraxis+Dresden+am+Goldenen+Reiter/data=!4m7!3m6!1s0x4709cff4b68495a9:0xc682b10d79851cdb!8m2!3d51.0608339!4d13.7445255!16s%2Fg%2F11m6xhpl5l!19sChIJqZWEtvTPCUcR2xyFeQ2xgsY?authuser=0&hl=en&rclk=1,dresden.csv
Augen-Tierarztpraxis Dr. Allgoewer,Lindenthaler Allee 9,english,030 80589868,http://www.tieraugen.com/,4.8,"(1,036)",https://www.google.com/maps/place/Augen-Tierarztpraxis+Dr.+Allgoewer/data=!4m7!3m6!1s0x47a85982565c0925:0x1791f75c81f53769!8m2!3d52.4350927!4d13.2297097!16s%2Fg%2F1tf41_fg!19sChIJJQlcVoJZqEcRaTf1gVz3kRc?authuser=0&hl=en&rclk=1,english speaking search.csv
BerlinVets- Zentrum für Kleintiermedizin Adam und Lehmann GbR,Frankfurter Allee 213-217,english,030 50178500,https://www.berlinvets.de/,4.6,(25),https://www.google.com/maps/place/BerlinVets-+Zentrum+f%C3%BCr+Kleintiermedizin+Adam+und+Lehmann+GbR/data=!4m7!3m6!1s0x47a84f2090d3be2d:0xd6fcfbd3041d44c9!8m2!3d52.5121659!4d13.4929049!16s%2Fg%2F11m78wrwhm!19sChIJLb7TkCBPqEcRyUQdBNP7_NY?authuser=0&hl=en&rclk=1,english speaking search.csv
Dr. med. Vet. Sven Albrecht,Baumschulenstraße 34,english,030 20687012,http://www.tierarzt-berlin.de/,4.4,(409),https://www.google.com/maps/place/Dr.+med.+Vet.+Sven+Albrecht/data=!4m7!3m6!1s0x47a84f460d97ffe5:0xc53f5a876d2a200f!8m2!3d52.4638129!4d13.4852709!16s%2Fg%2F1tjy0j8l!19sChIJ5f-XDUZPqEcRDyAqbYdaP8U?authuser=0&hl=en&rclk=1,english speaking search.csv
Dr.med.vet. Wolfgang Beck veterinarian,Weichselstraße 25,english,030 6239664,http://www.tierarztpraxis-dr-beck.de/,4.7,(650),https://www.google.com/maps/place/Dr.med.vet.+Wolfgang+Beck+veterinarian/data=!4m7!3m6!1s0x47a84fafd90f6acb:0xb9847fcb07cf6bc9!8m2!3d52.4869708!4d13.4367711!16s%2Fg%2F1tjymrcy!19sChIJy2oP2a9PqEcRyWvPB8t_hLk?authuser=0&hl=en&rclk=1,english speaking search.csv
Friedhelm Hellwig Tierarzt,Steifensandstraße 7,english,030 3255689,http://kleintierpraxis-am-lietzensee.de/,4.9,(356),https://www.google.com/maps/place/Friedhelm+Hellwig+Tierarzt/data=!4m7!3m6!1s0x47a850d9be885c1f:0x2d5f8387bf07432e!8m2!3d52.5083841!4d13.294566!16s%2Fg%2F1hc63p9fm!19sChIJH1yIvtlQqEcRLkMHv4eDXy0?authuser=0&hl=en&rclk=1,english speaking search.csv
Kleintierpraxis 4 Paws & Co.,Fanningerstraße 27,english,030 5531572,http://www.praxis4pfoten.de/,4.6,(422),https://www.google.com/maps/place/Kleintierpraxis+4+Paws+%26+Co./data=!4m7!3m6!1s0x47a84e9590d4a96d:0x1cce19b972963f34!8m2!3d52.5144408!4d13.4949958!16s%2Fg%2F11bytssq3q!19sChIJbanUkJVOqEcRND-WcrkZzhw?authuser=0&hl=en&rclk=1,english speaking search.csv
Kleintierpraxis Flidais-vet Kreuzberg,Wiener Str. 25,english,030 6181766,https://www.flidais-vet.de/,4.6,(355),https://www.google.com/maps/place/Kleintierpraxis+Flidais-vet+Kreuzberg/data=!4m7!3m6!1s0x47a84e4b4fcb4dcd:0x1a48f0f57b4804b9!8m2!3d52.4969444!4d13.4325!16s%2Fg%2F11bttkq8nz!19sChIJzU3LT0tOqEcRuQRIe_XwSBo?authuser=0&hl=en&rclk=1,english speaking search.csv
Mobile Tierarztpraxis Berlin,Gutzkowstraße 4,english,0162 7462404,https://www.tierarzt-mobil-berlin.de/,4.6,(98),https://www.google.com/maps/place/Mobile+Tierarztpraxis+Berlin/data=!4m7!3m6!1s0x47a85104d3937d0d:0x90378cbc5ab98771!8m2!3d52.4797689!4d13.3489783!16s%2Fg%2F11hfz2s3p0!19sChIJDX2T0wRRqEcRcYe5WryMN5A?authuser=0&hl=en&rclk=1,english speaking search.csv
PRAXIS FÜR KLEINTIERMEDIZIN Janine Lenk • Berlin Pankow,Eschengraben 47,english,030 91203200,http://www.kleintiermedizin-lenk.de/,4.8,(246),https://www.google.com/maps/place/PRAXIS+F%C3%9CR+KLEINTIERMEDIZIN+Janine+Lenk+%E2%80%A2+Berlin+Pankow/data=!4m7!3m6!1s0x47a84df61cad17c1:0x61613dc230136a41!8m2!3d52.5563683!4d13.4246996!16s%2Fg%2F11c2k9vdd3!19sChIJwRetHPZNqEcRQWoTMMI9YWE?authuser=0&hl=en&rclk=1,english speaking search.csv
Rex Tierarztpraxis Berlin-Friedenau (ehem. Dr. Schlüsing),Südwestkorso 11A,english,030 31197333,https://www.rex.app/praxen/rex-berlin-friedenau,4.9,(517),https://www.google.com/maps/place/Rex+Tierarztpraxis+Berlin-Friedenau+%28ehem.+Dr.+Schl%C3%BCsing%29/data=!4m7!3m6!1s0x47a8507d63f2db49:0x92311a034b9a9f46!8m2!3d52.4745428!4d13.322856!16s%2Fg%2F1tjdvykn!19sChIJSdvyY31QqEcRRp-aSwMaMZI?authuser=0&hl=en&rclk=1,english speaking search.csv
"Tierarzt Berlin Prenzlauer Berg, Tierarztpraxis und Tierphysiotherapie Uwe Lenk",Schönfließer Str. 1,english,030 4469769,https://www.tierarztpraxis-lenk.de/,4.7,(746),"https://www.google.com/maps/place/Tierarzt+Berlin+Prenzlauer+Berg,+Tierarztpraxis+und+Tierphysiotherapie+Uwe+Lenk/data=!4m7!3m6!1s0x47a85204e4613689:0x80002afdc49ca4a7!8m2!3d52.5501883!4d13.4083331!16s%2Fg%2F1tqpy8hf!19sChIJiTZh5ARSqEcRp6ScxP0qAIA?authuser=0&hl=en&rclk=1",english speaking search.csv
"Tierarztpraxis ""Am Forum Köpenick""""""",Kinzerallee 29,english,030 64090645,http://www.ta-boxhammer.de/koepenick/index.htm,4.2,(180),https://www.google.com/maps/place/Tierarztpraxis+%22Am+Forum+K%C3%B6penick%22/data=!4m7!3m6!1s0x47a84868eff8daf1:0x2971e789830ea39d!8m2!3d52.4545147!4d13.578048!16s%2Fg%2F11c3x0jt5y!19sChIJ8dr472hIqEcRnaMOg4nncSk?authuser=0&hl=en&rclk=1,english speaking search.csv
Tierarztpraxis Alexandra Sypitzki,Sesenheimer Str. 15,english,030 78957110,https://www.tierarztpraxis-sypitzki.de/,4.9,(137),https://www.google.com/maps/place/Tierarztpraxis+Alexandra+Sypitzki/data=!4m7!3m6!1s0x47a851322fd7a7eb:0x644e15655e0f0f8e!8m2!3d52.5104702!4d13.3074771!16s%2Fg%2F11nxt26mp8!19sChIJ66fXLzJRqEcRjg8PXmUVTmQ?authuser=0&hl=en&rclk=1,english speaking search.csv
Tierarztpraxis Am Westend,Sophie-Charlotten-Straße 22,english,030 3228247,http://www.tierarztamwestend.de/,4.8,(536),https://www.google.com/maps/place/Tierarztpraxis+Am+Westend/data=!4m7!3m6!1s0x416523c5971fac71:0xfd78cfcb9a036b82!8m2!3d52.5179979!4d13.2862944!16s%2Fg%2F1tg5b3vr!19sChIJcawfl8UjZUERgmsDmsvPeP0?authuser=0&hl=en&rclk=1,english speaking search.csv
Tierarztpraxis Anne Gamalski an den Allee-Arcaden,Greifenhagener Str. 45,english,030 30361381,https://www.tierarztpraxis-allee-arcaden.de/,4.7,(192),https://www.google.com/maps/place/Tierarztpraxis+Anne+Gamalski+an+den+Allee-Arcaden/data=!4m7!3m6!1s0x47a85206ff0dc5cb:0xb503ec4b3efe4ffa!8m2!3d52.5496446!4d13.4168528!16s%2Fg%2F1ydddkkyn!19sChIJy8UN_wZSqEcR-k_-PkvsA7U?authuser=0&hl=en&rclk=1,english speaking search.csv
Tierarztpraxis Bräuer (reine Terminpraxis),Krüllsstraße 5,english,030 6912677,http://www.tap.berlin/,4.8,(174),https://www.google.com/maps/place/Tierarztpraxis+Br%C3%A4uer+%28reine+Terminpraxis%29/data=!4m7!3m6!1s0x4165239e27544f39:0x7dcf458d41f35d1e!8m2!3d52.4921892!4d13.4478362!16s%2Fg%2F11b6xch1hf!19sChIJOU9UJ54jZUERHl3zQY1Fz30?authuser=0&hl=en&rclk=1,english speaking search.csv
"Tierarztpraxis Bärenwiese, Tierarzt Berlin-Wilmersdorf",Uhlandstraße 151,english,030 23362627,https://www.tierarzt-baerenwiese.de/,4.5,(982),"https://www.google.com/maps/place/Tierarztpraxis+B%C3%A4renwiese,+Tierarzt+Berlin-Wilmersdorf/data=!4m7!3m6!1s0x47a850f0c946619d:0x53b9600ffa29d53d!8m2!3d52.4974137!4d13.3248514!16s%2Fg%2F1tk_hr6h!19sChIJnWFGyfBQqEcRPdUp-g9guVM?authuser=0&hl=en&rclk=1",english speaking search.csv
Tierarztpraxis Chung und Wahle,Hauptstraße 89,english,030 8593215,https://tierarztpraxis-chung-wahle.com/,4.7,(143),https://www.google.com/maps/place/Tierarztpraxis+Chung+und+Wahle/data=!4m7!3m6!1s0x47a8512c91f036d9:0x6da50f6ac6769aa9!8m2!3d52.4751412!4d13.3400414!16s%2Fg%2F11qh1_kyx2!19sChIJ2TbwkSxRqEcRqZp2xmoPpW0?authuser=0&hl=en&rclk=1,english speaking search.csv
Tierarztpraxis Diek,Traunsteiner Str. 1,english,030 2142954,https://www.tierarzt-onlineverzeichnis.de/tierarztpraxis/10781-berlin/gudrun-diek/1525/,4.9,(229),https://www.google.com/maps/place/Tierarztpraxis+Diek/data=!4m7!3m6!1s0x416523758ce30617:0x82bb9d8918d93942!8m2!3d52.4930391!4d13.3455028!16s%2Fg%2F1trvkgdk!19sChIJFwbjjHUjZUERQjnZGImdu4I?authuser=0&hl=en&rclk=1,english speaking search.csv
Tierarztpraxis Dr. König,114A Hohenzollerndamm,english,030 83223422,https://www.google.com/aclk?sa=L&ai=DChsSEwi7xq7ljNmRAxWQr4MHHdVDO5gYACICCAEQARoCZWY&co=1&ase=2&gclid=CjwKCAiA3rPKBhBZEiwAhPNFQFOcnVL2A665TjP9npXliSQrTJbQD1AX_J1WQnSC6uRbA8pu8ZigKhoCSWYQAvD_BwE&cce=2&category=acrcp_v1_32&sig=AOD64_1GvroIErZJs4qFHvZFlRz897pgaw&adurl&q&ctype=99&nis=6,4.8,(465),https://www.google.com/maps/place/Tierarztpraxis+Dr.+K%C3%B6nig/data=!4m7!3m6!1s0x47a850a489180303:0xfc3d420acbf15704!8m2!3d52.478461!4d13.284186!16s%2Fg%2F1td52gj2!19sChIJAwMYiaRQqEcRBFfxywpCPfw?authuser=0&hl=en&rclk=1,english speaking search.csv
Tierarztpraxis Dr. König,114A Hohenzollerndamm,english,030 83223422,https://www.google.com/aclk?sa=L&ai=DChsSEwip7KXnjNmRAxWnkYMHHaBaF1oYACICCAEQARoCZWY&co=1&ase=2&gclid=CjwKCAiA3rPKBhBZEiwAhPNFQJDs-lleUNLFts8PcGTenvwNujyuvPzi-w_QO_V2bZSV6E6G_wFPDBoC6WQQAvD_BwE&cce=2&category=acrcp_v1_32&sig=AOD64_0lWHwCCouP1fSjcJ7e9GU7vSm8CA&adurl&q&ctype=99&nis=6,4.8,(465),https://www.google.com/maps/place/Tierarztpraxis+Dr.+K%C3%B6nig/data=!4m7!3m6!1s0x47a850a489180303:0xfc3d420acbf15704!8m2!3d52.478461!4d13.284186!16s%2Fg%2F1td52gj2!19sChIJAwMYiaRQqEcRBFfxywpCPfw?authuser=0&hl=en&rclk=1,english speaking search.csv
Tierarztpraxis Sonnenallee - Dr. Jana Kudritzki und Daniel Kitzing,Sonnenallee 204,english,030 6814455,http://www.tierarztpraxis-sonnenallee.de/,4.7,(339),https://www.google.com/maps/place/Tierarztpraxis+Sonnenallee+-+Dr.+Jana+Kudritzki+und+Daniel+Kitzing/data=!4m7!3m6!1s0x4165235d846a80cd:0x2a27519a2dba204f!8m2!3d52.4747886!4d13.453599!16s%2Fg%2F11b74w1rpg!19sChIJzYBqhF0jZUERTyC6LZpRJyo?authuser=0&hl=en&rclk=1,english speaking search.csv
Tierarztpraxis Watson,Altenbraker Str. 29,english,030 6257209,https://www.tierarzt-watson.de/,4.6,(363),https://www.google.com/maps/place/Tierarztpraxis+Watson/data=!4m7!3m6!1s0x47a84f9bdd48adc5:0x8c832e4934692539!8m2!3d52.4686267!4d13.4331416!16s%2Fg%2F1tlbn5cx!19sChIJxa1I3ZtPqEcROSVpNEkug4w?authuser=0&hl=en&rclk=1,english speaking search.csv
Tierarztpraxis am Bürgerpark,Wilhelm-Kuhr-Straße 2,english,030 48479400,http://www.tierarzt-pankow.de/,4.8,(130),https://www.google.com/maps/place/Tierarztpraxis+am+B%C3%BCrgerpark/data=!4m7!3m6!1s0x47a8526a0b277a85:0x270120f4bde31a8f!8m2!3d52.5694571!4d13.3998919!16s%2Fg%2F1th27f8z!19sChIJhXonC2pSqEcRjxrjvfQgASc?authuser=0&hl=en&rclk=1,english speaking search.csv
Tierarztpraxis am Tempelhofer Hafen - Dr. Rhea Sperlich & Stefanie Speicher,Burgemeisterstraße 75,english,030 7529061,http://www.tempelhof.vet/,4.7,(288),https://www.google.com/maps/place/Tierarztpraxis+am+Tempelhofer+Hafen+-+Dr.+Rhea+Sperlich+%26+Stefanie+Speicher/data=!4m7!3m6!1s0x47a84555c4bfb479:0xadc8d11b4cab7f5a!8m2!3d52.4570395!4d13.3820379!16s%2Fg%2F1hc1l7phy!19sChIJebS_xFVFqEcRWn-rTBvRyK0?authuser=0&hl=en&rclk=1,english speaking search.csv
Tierarztpraxis im Komponistenviertel Dr. Anja Peters,Bizetstraße 48,english,030 9273441,https://www.tierarztpraxis-peters-weissensee.de/,4.8,(300),https://www.google.com/maps/place/Tierarztpraxis+im+Komponistenviertel+Dr.+Anja+Peters/data=!4m7!3m6!1s0x47a84dc4ab935ec1:0x56540a26e28fa340!8m2!3d52.5477076!4d13.4540733!16s%2Fg%2F1pp2vdc6t!19sChIJwV6Tq8RNqEcRQKOP4iYKVFY?authuser=0&hl=en&rclk=1,english speaking search.csv
"Tierklinik Berlin-Marzahn - Notaufnahme sowie ambulante- und stationäre Behandlung von Hunden, Katzen und Heimtieren",Märkische Allee 258,english,030 9322093,http://www.tierklinik-in-berlin.de/,3.8,"(1,794)","https://www.google.com/maps/place/Tierklinik+Berlin-Marzahn+-+Notaufnahme+sowie+ambulante-+und+station%C3%A4re+Behandlung+von+Hunden,+Katzen+und+Heimtieren/data=!4m7!3m6!1s0x47a84b891c4f6dd5:0x6ef5e03f03229f16!8m2!3d52.55559!4d13.55323!16s%2Fg%2F1td_9q81!19sChIJ1W1PHIlLqEcRFp8iAz_g9W4?authuser=0&hl=en&rclk=1",english speaking search.csv
Veterinary practice at the animal shelter Berlin,Hausvaterweg 39,english,030 93662200,http://www.tierarztpraxis-am-tierheim.de/,4.7,(970),https://www.google.com/maps/place/Veterinary+practice+at+the+animal+shelter+Berlin/data=!4m7!3m6!1s0x47a84c86e56d813d:0x49c86052bda5e729!8m2!3d52.5743291!4d13.5467776!16s%2Fg%2F1tdpqpml!19sChIJPYFt5YZMqEcRKeelvVJgyEk?authuser=0&hl=en&rclk=1,english speaking search.csv
Animal Hospital Hofheim GbR,Katharina-Kemmler-Straße 7,frankfurt,06192 290290,http://www.tierklinik-hofheim.de/,4.4,"(5,110)",https://www.google.com/maps/place/Animal+Hospital+Hofheim+GbR/data=!4m7!3m6!1s0x47bda1624f17d315:0xf80a023b02607a8f!8m2!3d50.0896786!4d8.4623423!16s%2Fg%2F1tlc_94t!19sChIJFdMXT2KhvUcRj3pgAjsCCvg?authuser=0&hl=en&rclk=1,frankfurt.csv
Animova Veterinarian - Tierarzt,Daimlerstraße 7,frankfurt,06371 914314,https://animova.de/,4.8,(352),https://www.google.com/maps/place/Animova+Veterinarian+-+Tierarzt/data=!4m7!3m6!1s0x47967519e7a7127b:0x22fb56f1632a28b1!8m2!3d49.419052!4d7.5727132!16s%2Fg%2F1thw5nz2!19sChIJexKn5xl1lkcRsSgqY_FW-yI?authuser=0&hl=en&rclk=1,frankfurt.csv
Armin Drexler,Heinzenberg 22,frankfurt,06542 962999,https://tierarztportal.com/zell-mosel/2172-armin-drexler,4.9,(281),https://www.google.com/maps/place/Armin+Drexler/data=!4m7!3m6!1s0x417340724cf1cc6d:0x835d22742f77ef3!8m2!3d50.0104489!4d7.1883962!16s%2Fg%2F1tgn_y8y!19sChIJbczxTHJAc0ER8373QifSNQg?authuser=0&hl=en&rclk=1,frankfurt.csv
